state	account_length	area_code	phone_number	international_plan	voice_mail_plan	number_vmail_messages	total_day_minutes	total_day_calls	total_day_charge	total_eve_minutes	total_eve_calls	total_eve_charge	total_night_minutes	total_night_calls	total_night_charge	total_intl_minutes	total_intl_calls	total_intl_charge	number_customer_service_calls	class
AK	86	408	389-4602	0	0	0	150.8	85	25.64	295.9	88	25.15	247.2	104	11.12	12.5	1	3.38	1	0
TN	37	415	413-2238	0	0	0	221	126	37.57	204.5	110	17.38	118	98	5.31	6.8	3	1.84	4	0
NH	141	415	402-3370	0	1	32	322.4	92	54.81	283.2	107	24.07	209.5	111	9.43	6.7	3	1.81	1	1
IA	89	415	374-5224	0	1	35	174.4	108	29.65	196.7	100	16.72	127.4	74	5.73	11.8	3	3.19	1	0
RI	63	415	371-1187	0	0	0	180.5	126	30.69	230	98	19.55	232.5	73	10.46	10.6	3	2.86	0	0
AL	102	415	337-1100	0	0	0	123.1	106	20.93	182	102	15.47	244.6	75	11.01	12.6	7	3.4	2	0
MT	109	510	415-9649	0	0	0	154.8	82	26.32	287.7	109	24.45	208.4	80	9.38	5.9	9	1.59	3	0
KY	105	415	404-6357	0	1	24	274.7	99	46.7	193.5	118	16.45	299.6	109	13.48	10.8	3	2.92	3	0
DC	68	415	398-2138	1	1	39	142	140	24.14	241.6	89	20.54	302	72	13.59	11.3	5	3.05	1	0
MI	74	415	386-4215	0	0	0	124.8	114	21.22	133	121	11.31	160.3	85	7.21	10.6	7	2.86	3	0
AL	76	415	367-8156	0	0	0	179.2	85	30.46	222.9	66	18.95	188.2	113	8.47	12.4	2	3.35	0	0
KS	91	408	382-8079	1	0	0	246.4	110	41.89	182	98	15.47	157.6	106	7.09	12.1	2	3.27	2	1
NC	101	415	354-2985	0	0	0	232.7	114	39.56	186.4	123	15.84	153.3	122	6.9	11.5	6	3.11	5	0
MN	84	415	333-6296	0	0	0	216.1	114	36.74	197.5	107	16.79	217.8	104	9.8	9.8	3	2.65	1	0
WY	104	415	365-6022	0	0	0	138.7	100	23.58	215.4	58	18.31	164.3	98	7.39	4.9	4	1.32	2	0
OH	69	415	375-8880	0	0	0	227	122	38.59	258.7	111	21.99	169.7	87	7.64	8.9	1	2.4	2	0
OK	15	415	408-2002	0	0	0	121.1	130	20.59	216	86	18.36	235.1	33	10.58	16.1	5	4.35	2	0
NJ	88	415	347-8659	0	0	0	301.5	136	51.26	257.7	72	21.9	132.9	118	5.98	13.4	2	3.62	4	1
IA	197	415	376-2922	0	0	0	233.9	96	39.76	218.9	111	18.61	182.9	109	8.23	9.5	3	2.57	0	0
VA	50	415	382-2182	1	0	0	99.6	108	16.93	308.7	102	26.24	161.2	62	7.25	13.7	6	3.7	2	1
NM	188	415	369-6890	1	1	26	198.8	115	33.8	166.6	67	14.16	198.5	118	8.93	14.4	3	3.89	1	1
FL	85	408	347-2951	1	0	0	116.2	86	19.75	229.7	127	19.52	204.2	109	9.19	10.1	3	2.73	3	0
RI	103	510	420-6324	1	0	0	255.9	128	43.5	140.9	92	11.98	308.9	130	13.9	12.1	2	3.27	1	1
NJ	136	408	402-7650	0	1	27	187.7	84	31.91	221	147	18.79	145.7	110	6.56	10	4	2.7	3	0
NE	155	408	391-2702	0	1	21	195.9	91	33.3	213.9	84	18.18	88.2	111	3.97	8.6	4	2.32	0	0
WY	116	510	392-2733	0	1	12	221	108	37.57	151	118	12.84	179	80	8.06	9	6	2.43	2	0
SC	152	408	397-9933	0	0	0	140.5	92	23.89	186.8	96	15.88	227	89	10.22	9.5	5	2.57	2	0
ND	180	415	369-1929	0	0	0	224.9	105	38.23	250	101	21.25	216.1	73	9.72	6.7	5	1.81	3	1
IL	67	415	369-4377	0	0	0	109.1	117	18.55	217.4	124	18.48	188.4	141	8.48	12.8	6	3.46	0	0
OR	60	415	366-9430	0	0	0	207.8	109	35.33	123.5	112	10.5	291.6	115	13.12	5.7	9	1.54	0	0
ME	25	510	332-7391	0	0	0	242.6	69	41.24	209	117	17.77	219.7	82	9.89	14.4	6	3.89	2	0
WY	145	408	405-6559	0	0	0	229.6	82	39.03	138.1	103	11.74	250.8	109	11.29	3.3	3	0.89	1	0
WI	122	510	338-8784	0	1	28	166	62	28.22	233.9	88	19.88	170.1	84	7.65	7.7	3	2.08	2	0
CT	77	415	342-5701	0	0	0	221.8	84	37.71	166	125	14.11	210.2	72	9.46	13.2	4	3.56	1	0
OR	64	510	407-6391	0	0	0	213.5	93	36.3	166.6	114	14.16	122	78	5.49	14.1	3	3.81	3	0
NV	92	415	404-3105	0	1	44	152	95	25.84	274.9	73	23.37	162.4	121	7.31	10	1	2.7	2	0
MN	125	415	390-9735	1	1	29	260.8	81	44.34	163.7	112	13.91	271.7	117	12.23	17	6	4.59	1	1
RI	36	415	366-8382	0	0	0	235.1	97	39.97	196.8	104	16.73	259.7	110	11.69	7	7	1.89	3	0
DC	102	415	402-9704	0	0	0	186.8	92	31.76	173.7	123	14.76	250.9	131	11.29	9.7	4	2.62	2	0
IL	138	408	405-2209	1	0	0	268.4	81	45.63	174.4	115	14.82	193.5	96	8.71	11.6	4	3.13	1	0
WI	72	408	383-9448	0	0	0	179.9	113	30.58	149.8	112	12.73	168.2	79	7.57	9.8	7	2.65	2	0
MI	74	415	359-6232	0	0	0	314.1	86	53.4	222.4	99	18.9	259	121	11.66	12.3	5	3.32	3	1
MI	134	415	369-9772	0	1	41	162	82	27.54	324.7	77	27.6	160.1	112	7.2	11.9	5	3.21	0	0
MA	145	415	381-7003	0	0	0	175.8	89	29.89	274.3	119	23.32	226.6	69	10.2	12.4	4	3.35	1	0
AL	136	510	352-6732	0	0	0	109.4	91	18.6	207.5	111	17.64	135	107	6.08	11.6	5	3.13	0	0
WI	66	415	356-3333	1	0	0	208.7	84	35.48	173.3	88	14.73	264.7	107	11.91	8.3	3	2.24	3	0
CT	162	408	363-3763	0	0	0	49.2	121	8.36	143.9	136	12.23	203	97	9.14	12.1	13	3.27	1	0
OR	72	510	345-7900	0	0	0	141.3	133	24.02	134.9	96	11.47	227.5	97	10.24	11.2	3	3.02	2	0
WV	125	415	381-7597	0	0	0	206	128	35.02	198.1	71	16.84	135.9	116	6.12	13.2	3	3.56	0	0
RI	46	408	404-9775	0	0	0	40.4	105	6.87	172.4	83	14.65	145.1	89	6.53	9	2	2.43	2	0
WV	63	510	328-9797	0	0	0	261.8	69	44.51	245	135	20.83	202.1	94	9.09	14.7	4	3.97	0	1
NE	124	510	359-9223	0	0	0	191.3	134	32.52	261.5	113	22.23	182.3	111	8.2	10	3	2.7	1	0
DC	144	415	336-7696	0	0	0	133.3	101	22.66	255.5	127	21.72	228.6	68	10.29	11.6	2	3.13	0	0
MD	189	415	411-1325	0	1	30	155.2	116	26.38	195.5	50	16.62	170.1	108	7.65	15.4	6	4.16	1	0
IL	142	415	334-2800	0	1	38	163.3	104	27.76	136	114	11.56	249.1	127	11.21	4.3	6	1.16	0	0
OK	84	510	369-1904	0	0	0	203.4	125	34.58	182.9	88	15.55	213.7	121	9.62	13.8	2	3.73	1	0
NH	119	415	359-3833	0	1	19	178.1	110	30.28	212.8	100	18.09	226.3	123	10.18	10	6	2.7	1	0
ND	50	415	342-1960	0	0	0	295.3	127	50.2	127.4	100	10.83	166.8	105	7.51	9.6	6	2.59	1	0
LA	98	408	352-9050	0	0	0	136.1	82	23.14	156.3	118	13.29	158.8	83	7.15	10.1	5	2.73	2	0
NC	117	510	376-5471	0	0	0	214.4	94	36.45	138	149	11.73	148.7	102	6.69	9.9	1	2.67	2	0
WY	122	415	357-7385	0	0	0	119.3	93	20.28	223.9	103	19.03	211.9	122	9.54	8.7	4	2.35	2	0
NJ	156	408	405-7119	0	1	27	192.3	137	32.69	199.9	115	16.99	244.2	112	10.99	14.8	8	4	1	0
NJ	127	510	405-3309	0	0	0	245.2	91	41.68	217.2	92	18.46	243.1	128	10.94	13.9	6	3.75	0	1
NM	158	408	377-2725	0	0	0	172.4	114	29.31	256.6	69	21.81	235.3	104	10.59	0	0	0	2	0
MS	145	510	405-6398	1	1	30	175.3	107	29.8	153.3	116	13.03	233.6	85	10.51	11.1	3	3	1	0
OK	127	510	403-1128	0	1	27	2.6	113	0.44	254	102	21.59	242.7	156	10.92	9.2	5	2.48	3	0
AL	88	415	352-5393	0	0	0	181.9	90	30.92	151.5	87	12.88	143	100	6.44	7.5	3	2.03	1	0
VA	21	415	351-6366	0	0	0	223.2	142	37.94	216.5	114	18.4	214.7	111	9.66	12.4	2	3.35	1	0
WV	145	408	346-4919	0	1	31	216	94	36.72	225.1	123	19.13	234.7	109	10.56	10.7	1	2.89	2	0
PA	61	408	343-1347	0	1	40	105	78	17.85	180.6	100	15.35	174.1	115	7.83	10.2	2	2.75	2	1
MD	147	408	376-4292	0	0	0	274	92	46.58	231.8	82	19.7	283.6	83	12.76	6.2	1	1.67	0	1
AL	117	510	391-8677	0	0	0	158.7	84	26.98	181.7	91	15.44	177.3	67	7.98	7.7	10	2.08	2	0
AL	95	415	350-7273	0	0	0	229.9	116	39.08	202.4	110	17.2	171.4	105	7.71	14.2	6	3.83	1	0
KS	186	510	400-6454	0	0	0	137.8	97	23.43	187.7	118	15.95	146.4	85	6.59	8.7	6	2.35	1	0
MI	128	415	422-3052	0	0	0	179.4	94	30.5	270.4	92	22.98	191	88	8.59	7.9	4	2.13	0	0
KS	123	415	378-2432	0	0	0	140	106	23.8	153.7	101	13.06	50.1	87	2.25	12.5	1	3.38	2	0
IN	130	408	334-9818	0	0	0	115.6	129	19.65	167.8	104	14.26	141.8	124	6.38	12.6	9	3.4	1	0
TN	88	415	332-3617	0	0	0	181.5	116	30.86	187	119	15.9	220.3	96	9.91	10.5	7	2.84	1	0
DC	80	408	327-9957	0	0	0	51.5	90	8.76	164	98	13.94	169.4	80	7.62	9.5	4	2.57	3	0
RI	123	510	348-8711	0	1	23	245	88	41.65	265	105	22.53	239.7	108	10.79	14.9	3	4.02	2	0
MS	120	415	421-3226	0	0	0	131.7	99	22.39	163.1	109	13.86	201.1	116	9.05	10.7	3	2.89	1	0
VA	146	415	391-4358	1	0	0	111.1	126	18.89	313.4	95	26.64	215.7	82	9.71	10.5	6	2.84	1	0
KY	106	510	379-2523	0	1	9	88.5	100	15.05	324.8	109	27.61	79.9	86	3.6	8.2	4	2.21	3	0
NV	121	408	419-2369	0	1	44	116	85	19.72	150.1	120	12.76	246.8	98	11.11	12	2	3.24	1	0
NH	84	408	409-5749	0	1	30	106.5	65	18.11	225.7	108	19.18	188.6	61	8.49	5.7	3	1.54	2	0
NE	67	510	362-7951	0	1	31	175.2	68	29.78	199.2	73	16.93	219.8	99	9.89	13.2	6	3.56	1	0
NJ	134	510	373-3959	0	1	34	247.2	105	42.02	225.5	133	19.17	186.3	76	8.38	6.1	5	1.65	2	1
ME	62	415	358-1346	1	1	32	218.4	93	37.13	236.7	132	20.12	192.2	137	8.65	13.2	3	3.56	0	1
VT	68	415	396-6390	0	0	0	158.8	119	27	211.8	105	18	198.1	101	8.91	10.3	3	2.78	1	0
IN	77	408	328-7252	0	0	0	185.9	95	31.6	212	98	18.02	282.3	81	12.7	11.3	4	3.05	3	0
SC	109	415	360-1745	0	0	0	222.5	74	37.83	169.7	75	14.42	264.3	94	11.89	9	3	2.43	2	0
IA	79	415	344-6935	0	1	17	167.9	114	28.54	243.7	93	20.71	211.9	114	9.54	9.1	2	2.46	1	0
MD	119	408	401-9665	0	0	0	239.1	88	40.65	243.5	79	20.7	230.9	92	10.39	10.9	3	2.94	3	1
MS	78	415	358-5721	0	0	0	87.7	74	14.91	214.8	58	18.26	201.3	147	9.06	10.8	6	2.92	1	0
NC	129	415	347-5113	0	0	0	54.7	131	9.3	256.1	105	21.77	176.6	135	7.95	11.1	4	3	1	0
VA	107	510	330-2662	0	1	27	283.4	104	48.18	224.1	152	19.05	241.3	63	10.86	14.4	7	3.89	2	0
MI	76	510	411-1261	0	0	0	90.5	142	15.39	211.7	75	17.99	194.9	76	8.77	9.3	2	2.51	1	0
HI	24	415	329-8788	0	0	0	235.6	132	40.05	115.9	129	9.85	185.4	136	8.34	16.2	2	4.37	0	0
WV	70	415	402-2072	0	0	0	214.8	87	36.52	131	114	11.14	216.9	104	9.76	9.4	3	2.54	3	0
SD	52	510	403-6187	1	0	0	251.4	118	42.74	196.6	80	16.71	192	53	8.64	11	2	2.97	0	1
NY	104	415	389-6081	0	0	0	264	108	44.88	132.2	75	11.24	177.7	91	8	10.6	8	2.86	3	0
KS	166	415	334-9163	1	1	28	175.8	126	29.89	253.6	76	21.56	128.5	72	5.78	11.4	5	3.08	1	0
MA	13	408	411-4293	0	0	0	220.4	100	37.47	211.2	79	17.95	259.3	112	11.67	13.6	8	3.67	2	0
AK	52	408	375-5562	0	0	0	217	104	36.89	152.3	83	12.95	134.3	109	6.04	11.8	4	3.19	2	0
CO	156	408	364-6445	0	0	0	150.5	106	25.59	152.9	112	13	215.9	86	9.72	3.5	3	0.95	1	0
WV	62	415	351-3169	0	0	0	189.5	122	32.22	103.8	95	8.82	180.6	106	8.13	10.8	5	2.92	2	0
ME	52	510	380-9674	0	0	0	129.3	80	21.98	142.7	101	12.13	258.3	89	11.62	12.3	4	3.32	3	0
NH	146	510	345-2319	0	0	0	115.6	77	19.65	213.6	100	18.16	218.4	72	9.83	10.7	6	2.89	1	0
RI	120	415	377-5441	0	1	23	221.9	114	37.72	254.7	84	21.65	250.5	117	11.27	7.2	5	1.94	2	0
ID	130	415	358-3692	0	0	0	263.7	113	44.83	186.5	103	15.85	195.3	99	8.79	18.3	6	4.94	1	1
NM	147	408	357-5995	1	0	0	183.8	113	31.25	164.7	110	14	111	87	5	10.1	4	2.73	1	0
WY	159	415	391-2159	0	0	0	167.4	68	28.46	143.8	74	12.22	140.1	111	6.3	10.3	3	2.78	0	1
IL	74	510	398-5954	0	1	27	154.1	122	26.2	195.3	150	16.6	276.7	86	12.45	13.2	2	3.56	4	0
RI	155	408	334-2961	1	0	0	163.1	94	27.73	291.7	108	24.79	96.4	111	4.34	11.2	3	3.02	0	0
MI	87	415	405-4303	0	0	0	198.3	80	33.71	187	89	15.9	133.5	96	6.01	16.6	4	4.48	2	0
OR	81	415	406-4100	0	0	0	324.7	48	55.2	236.4	82	20.09	187.6	78	8.44	13.1	5	3.54	0	1
SD	131	510	347-1473	0	0	0	187.9	110	31.94	200.5	101	17.04	202.6	125	9.12	10.2	11	2.75	2	0
MS	123	415	388-8948	1	0	0	125.5	106	21.34	128.9	96	10.96	251.9	129	11.34	6.3	6	1.7	4	1
WV	36	408	370-5001	0	0	0	175.1	144	29.77	216.9	69	18.44	243.7	146	10.97	9.9	3	2.67	1	0
WV	87	415	332-3693	0	0	0	124.3	91	21.13	173.4	105	14.74	256.3	109	11.53	7.5	5	2.03	3	0
WV	139	415	403-9766	0	0	0	271.6	130	46.17	156	131	13.26	136.3	108	6.13	11.6	9	3.13	2	0
IN	189	510	363-2407	0	0	0	219.9	80	37.38	143.3	117	12.18	130.6	69	5.88	11.7	7	3.16	1	0
NM	96	415	395-9214	0	1	33	183.3	115	31.16	201.4	87	17.12	177.4	84	7.98	10.4	15	2.81	3	0
DE	112	408	351-8894	0	0	0	101.1	119	17.19	214.4	67	18.22	179.5	112	8.08	10.3	5	2.78	2	0
NJ	108	415	333-1012	0	1	41	171.6	110	29.17	136.1	78	11.57	183.4	103	8.25	10.8	7	2.92	0	0
AZ	100	510	391-6260	0	0	0	78.7	98	13.38	225.6	102	19.18	150.4	106	6.77	14	8	3.78	0	0
NH	161	415	349-4397	0	0	0	173.4	100	29.48	213.7	74	18.16	141.5	69	6.37	11.5	4	3.11	1	0
ID	119	415	338-9952	1	1	32	173	101	29.41	209.4	93	17.8	231.1	91	10.4	12.2	4	3.29	0	0
MD	125	415	405-1821	0	0	0	224.9	102	38.23	143.8	87	12.22	198.9	105	8.95	8	2	2.16	0	0
WY	109	415	328-8808	0	0	0	137	128	23.29	217	116	18.45	182.1	86	8.19	10	5	2.7	2	0
NH	95	510	409-3018	0	0	0	142.5	109	24.23	176.1	107	14.97	189.6	88	8.53	8.2	3	2.21	2	0
MA	105	415	354-4448	0	1	21	147	112	24.99	197.3	43	16.77	267.4	93	12.03	8.7	3	2.35	2	0
NH	101	510	352-5081	0	0	0	220.3	124	37.45	188.6	101	16.03	278.4	98	12.53	10.6	4	2.86	1	0
MN	95	415	401-7803	0	0	0	149.2	96	25.36	260.7	116	22.16	201	120	9.05	8.1	2	2.19	1	0
IA	123	415	420-6052	0	0	0	204.4	88	34.75	137.5	111	11.69	226	100	10.17	10	4	2.7	0	0
WV	87	415	415-3158	0	0	0	58	125	9.86	67.5	116	5.74	185.9	136	8.37	11.5	3	3.11	0	0
NM	81	415	402-9304	0	0	0	173.2	80	29.44	236.2	94	20.08	240.2	84	10.81	11.8	6	3.19	2	0
CA	75	415	341-1916	0	1	19	210.3	90	35.75	241.8	87	20.55	215.7	102	9.71	13.1	3	3.54	4	0
MA	126	408	381-2745	0	1	24	58.9	125	10.01	305.5	90	25.97	158.9	73	7.15	12.1	6	3.27	0	0
FL	153	415	399-8846	0	0	0	228.9	102	38.91	160.7	136	13.66	203.1	109	9.14	12.5	2	3.38	0	0
NH	97	408	328-9267	0	1	32	90	87	15.3	276.3	113	23.49	185.2	107	8.33	8.6	6	2.32	2	1
MA	17	415	376-4705	1	0	0	162.8	118	27.68	229.6	91	19.52	332.7	94	14.97	13.6	3	3.67	0	1
NH	105	415	381-4076	0	1	20	186.9	114	31.77	256.3	91	21.79	334.7	104	15.06	8.9	2	2.4	1	0
TX	121	415	348-8464	0	0	0	86.1	100	14.64	259.8	113	22.08	148	79	6.66	9.1	9	2.46	2	0
CT	124	415	386-8432	0	0	0	151	98	25.67	120.6	119	10.25	152.8	81	6.88	9.2	2	2.48	2	0
NJ	35	408	337-1802	0	0	0	158.6	67	26.96	130.4	96	11.08	229.8	80	10.34	6.9	5	1.86	2	0
WV	133	510	333-8996	0	0	0	176.8	92	30.06	187.5	97	15.94	196.8	88	8.86	6.5	3	1.76	2	0
NY	91	415	377-9829	0	1	20	146.1	98	24.84	277.4	104	23.58	137.7	100	6.2	6.2	3	1.67	1	0
MI	178	408	348-4660	1	0	0	124.5	134	21.17	141.2	78	12	268.2	113	12.07	11.4	2	3.08	2	1
UT	170	415	397-6542	0	0	0	285.7	44	48.57	167.5	144	14.24	260	97	11.7	8.7	4	2.35	1	1
HI	135	415	333-4492	0	0	0	190.9	44	32.45	161.4	109	13.72	231.9	100	10.44	8.4	2	2.27	1	0
TN	148	415	419-5501	0	1	36	77.6	141	13.19	207	60	17.6	255.7	115	11.51	10.9	2	2.94	1	0
CT	93	415	404-4809	0	0	0	271.1	101	46.09	237.4	133	20.18	145.4	103	6.54	8.4	6	2.27	1	1
AZ	138	415	344-6334	0	0	0	240.8	104	40.94	144.5	92	12.28	125.7	98	5.66	11.6	1	3.13	0	0
MA	150	408	398-2148	0	1	27	209.8	112	35.67	155	80	13.18	251.5	111	11.32	7.2	6	1.94	0	0
AR	33	415	411-8956	1	0	0	164	99	27.88	153.1	102	13.01	123.8	104	5.57	6.4	4	1.73	0	0
SD	55	415	390-3761	0	0	0	245.5	130	41.74	192.7	54	16.38	141.7	83	6.38	9.1	4	2.46	1	0
CT	107	408	345-2476	0	0	0	90.7	90	15.42	207.5	109	17.64	169.4	96	7.62	5.6	5	1.51	2	0
MA	80	408	337-7879	0	1	36	190.3	115	32.35	256.6	78	21.81	214.9	145	9.67	3.8	4	1.03	1	0
MT	85	408	372-4868	0	1	17	89.8	88	15.27	233.2	75	19.82	165.7	116	7.46	9.3	7	2.51	4	1
AK	61	415	346-8863	0	1	15	252.4	106	42.91	187.8	69	15.96	259.6	137	11.68	10	3	2.7	2	0
SC	99	415	402-9173	0	0	0	174.1	102	29.6	99.1	118	8.42	211.6	126	9.52	7.7	2	2.08	2	0
WV	123	415	352-3440	0	0	0	175.7	78	29.87	184.6	96	15.69	156.9	92	7.06	9.1	2	2.46	2	0
NM	127	415	363-1413	1	0	0	256.5	87	43.61	222.1	101	18.88	156.7	122	7.05	13	3	3.51	1	0
WY	58	510	354-2762	0	0	0	210.1	126	35.72	248.9	108	21.16	158.6	88	7.14	14.4	2	3.89	4	0
MA	58	408	411-6598	0	0	0	174.4	112	29.65	265.8	122	22.59	182.4	87	8.21	0	0	0	4	0
MN	132	510	406-4720	0	0	0	121.5	88	20.66	253	124	21.51	195.7	120	8.81	10.7	4	2.89	1	0
NE	80	415	356-7239	0	0	0	127.8	67	21.73	181.6	112	15.44	197.3	63	8.88	15.9	2	4.29	2	0
OH	162	415	328-8747	0	0	0	135.2	98	22.98	242	107	20.57	246.9	96	11.11	10.2	2	2.75	2	0
CO	125	408	386-8690	0	1	23	120.5	104	20.49	227.8	115	19.36	158.5	100	7.13	10.2	3	2.75	1	0
DC	170	510	391-2231	0	0	0	184.1	106	31.3	204.9	70	17.42	224.3	133	10.09	9.8	3	2.65	2	0
AK	71	510	332-2275	0	0	0	185	84	31.45	232.5	129	19.76	191.1	82	8.6	14.9	4	4.02	3	0
UT	97	415	418-3181	0	0	0	209.2	134	35.56	0	0	0	175.4	94	7.89	11.8	6	3.19	1	0
IL	98	510	351-3316	1	0	0	158.4	71	26.93	306.6	66	26.06	144.2	93	6.49	2.1	4	0.57	1	0
AL	72	415	341-7296	0	0	0	166.5	102	28.31	261	103	22.19	262.7	85	11.82	13.3	5	3.59	0	0
KS	137	415	329-4474	0	1	19	175.3	96	29.8	241.3	146	20.51	211.4	109	9.51	7.8	2	2.11	0	0
PA	136	408	357-4573	0	0	0	102.1	75	17.36	219.5	97	18.66	73.7	92	3.32	9.8	5	2.65	0	0
UT	95	415	341-7112	0	0	0	157.9	103	26.84	259.6	90	22.07	230	117	10.35	14	2	3.78	0	0
MN	155	408	374-9531	1	0	0	250.8	146	42.64	152.5	105	12.96	148.1	104	6.66	10	5	2.7	2	0
OH	133	408	380-4374	0	0	0	117.8	100	20.03	199.2	105	16.93	244.1	119	10.98	11.8	4	3.19	0	1
TX	53	415	380-9409	0	0	0	119.7	113	20.35	189.7	84	16.12	256.2	108	11.53	12.9	7	3.48	2	0
WY	123	415	387-1116	0	0	0	242.2	87	41.17	226.1	101	19.22	268.6	121	12.09	8.2	3	2.21	5	1
GA	136	415	400-7509	0	0	0	163.4	83	27.78	249.3	119	21.19	249.7	90	11.24	9.8	4	2.65	7	0
NM	112	415	354-5764	0	0	0	81.6	94	13.87	268.1	112	22.79	140.8	75	6.34	8.6	18	2.32	1	0
MI	55	415	387-6912	0	1	20	207.7	91	35.31	199.7	113	16.97	216.5	110	9.74	7.3	1	1.97	1	0
NY	125	415	367-3950	0	0	0	233.3	65	39.66	209.8	93	17.83	210.6	109	9.48	9.1	4	2.46	1	0
KY	98	415	333-3010	0	1	36	168	81	28.56	163.2	125	13.87	172.7	120	7.77	8	2	2.16	6	1
OR	99	408	353-3372	0	0	0	256.4	44	43.59	214.5	105	18.23	233.7	75	10.52	7.9	1	2.13	3	1
SC	149	415	370-8676	0	1	20	147.8	132	25.13	276.8	94	23.53	149.9	110	6.75	10.2	6	2.75	0	0
CT	160	415	360-2329	0	0	0	234.9	136	39.93	270.8	134	23.02	219.3	101	9.87	13.9	2	3.75	1	1
NV	116	408	360-1320	0	0	0	110.9	54	18.85	213.4	82	18.14	186.2	116	8.38	7.9	2	2.13	2	0
ND	90	415	329-8638	0	1	22	124.5	94	21.17	231.7	90	19.69	222.2	108	10	6.4	12	1.73	1	0
MI	148	415	385-1118	1	0	0	233.5	81	39.7	187.7	71	15.95	122.3	97	5.5	9.6	2	2.59	0	1
MT	147	415	408-8269	0	1	35	197.3	134	33.54	141.1	99	11.99	212.1	90	9.54	10.1	4	2.73	2	1
NE	95	510	391-2334	0	0	0	58.2	96	9.89	202.1	126	17.18	210.5	97	9.47	10.4	5	2.81	0	0
UT	201	510	373-8900	0	0	0	212.7	72	36.16	225.2	90	19.14	195.1	99	8.78	7	6	1.89	1	0
UT	83	510	386-6114	0	0	0	208.9	71	35.51	214.8	92	18.26	247.9	108	11.16	13	5	3.51	1	0
HI	99	408	413-9328	0	0	0	135.7	107	23.07	208.4	103	17.71	209	95	9.4	8.8	3	2.38	7	1
OH	87	510	350-5993	0	0	0	153.3	106	26.06	224.5	117	19.08	273.4	152	12.3	8.9	5	2.4	2	0
HI	150	415	370-1465	0	0	0	214	117	36.38	192.4	89	16.35	242.6	99	10.92	7.9	4	2.13	1	0
KS	73	408	385-2370	0	0	0	194.8	112	33.12	167.2	85	14.21	100.3	61	4.51	10.8	6	2.92	1	0
IN	7	415	358-9146	0	0	0	206.7	87	35.14	281.1	83	23.89	158.5	77	7.13	11	5	2.97	3	0
OR	89	415	357-8515	0	1	12	188	105	31.96	151.3	107	12.86	201.9	132	9.09	10.5	3	2.84	2	0
NY	131	408	406-8995	1	0	0	122.3	83	20.79	118.8	94	10.1	147.9	95	6.66	13.7	3	3.7	3	1
MI	108	408	341-9890	1	0	0	115.1	114	19.57	211.3	70	17.96	136.1	85	6.12	13.8	3	3.73	2	1
MO	101	415	375-3341	1	0	0	156.4	116	26.59	130.4	114	11.08	207.3	109	9.33	7.3	5	1.97	1	0
OR	161	408	378-3879	0	0	0	196.6	73	33.42	170.2	79	14.47	194.3	79	8.74	12.5	3	3.38	1	0
AZ	69	415	419-3937	0	1	31	194.9	63	33.13	191.6	90	16.29	153	129	6.89	13.2	2	3.56	2	0
IL	117	408	373-9108	0	0	0	119	82	20.23	187.5	108	15.94	189.3	97	8.52	11.5	3	3.11	1	0
RI	76	415	343-4516	0	0	0	171.1	78	29.09	257.2	83	21.86	91.6	92	4.12	16.2	3	4.37	1	0
OH	66	415	408-6305	0	0	0	170.5	103	28.99	254.3	77	21.62	197.3	138	8.88	10.5	2	2.84	2	0
MD	204	510	401-3077	0	0	0	205.2	145	34.88	154.8	95	13.16	191.4	77	8.61	14.1	5	3.81	3	0
OH	32	415	401-6977	0	1	31	232.8	97	39.58	183.5	111	15.6	206.8	111	9.31	13	2	3.51	0	0
VA	133	408	385-1464	0	1	39	239.9	107	40.78	253.8	77	21.57	128.7	85	5.79	6.7	3	1.81	5	0
FL	185	408	417-5034	0	0	0	55.6	97	9.45	288.7	83	24.54	111.2	110	5	12.1	3	3.27	2	0
CO	103	415	420-7066	0	1	37	153.5	78	26.1	241.9	108	20.56	244.7	110	11.01	10.6	3	2.86	1	0
NY	91	510	394-8256	0	0	0	109.8	100	18.67	189.6	104	16.12	206.7	85	9.3	11.1	3	3	1	0
MA	132	415	343-5372	0	1	25	113.2	96	19.24	269.9	107	22.94	229.1	87	10.31	7.1	7	1.92	2	0
UT	148	510	377-9520	0	0	0	203	92	34.51	150.9	125	12.83	245.5	131	11.05	14.6	9	3.94	1	0
AL	141	408	391-6773	0	0	0	242.8	90	41.28	234.1	80	19.9	211.5	104	9.52	6	3	1.62	5	0
ME	105	415	403-4442	0	0	0	156.5	102	26.61	140.2	134	11.92	227.4	111	10.23	12.2	2	3.29	2	0
TX	169	408	379-5885	0	0	0	266.7	105	45.34	158.2	88	13.45	287.7	111	12.95	13.8	3	3.73	3	1
CO	57	415	342-4004	0	0	0	85.9	92	14.6	193.9	127	16.48	231.5	93	10.42	10.1	2	2.73	0	0
LA	123	415	382-7659	0	1	33	146.6	87	24.92	114.8	59	9.76	220.4	99	9.92	2.9	7	0.78	0	0
MT	103	510	342-1004	0	1	35	110.5	101	18.79	208.3	81	17.71	87.4	77	3.93	13.9	2	3.75	4	1
OR	101	415	398-5851	0	0	0	118.6	89	20.16	199.6	97	16.97	53.3	61	2.4	11.5	5	3.11	1	0
NH	123	415	396-4869	0	1	22	197.6	105	33.59	80	86	6.8	120.8	82	5.44	15.6	12	4.21	2	0
